"Unnamed: 0","term_stem","impressions","visits","month"
"229","lor planungsraum 2017","3","2","2019-04"
"231","sozialindex","2","2","2019-04"
"232","verwaltungsgrenz","2","1","2019-04"
"233","strassenschlussel","2","1","2019-04"
"234","immobilienbewert","2","1","2019-04"
"235","versiegel","2","1","2019-04"
"236","wert","2","1","2019-04"
"237","nam","3","2","2019-04"
"238","strassenbefahr","3","3","2019-04"
"239","spiegel","2","1","2019-04"
"240","umweitatlas berlin","2","1","2019-04"
"241","uberbaubar grundstucksflach","2","1","2019-04"
"242","dom","2","1","2019-04"
"243","pump","2","1","2019-04"
"244","besold","2","1","2019-04"
"245","verkehrszeich","2","1","2019-04"
"246","rbs statist gebiet","2","1","2019-04"
"247","stadtteil","2","2","2019-04"
"248","rbs ortsteil","3","2","2019-04"
"249","flurkartenauszug","2","1","2019-04"
"250","0700","2","1","2019-04"
"251","spass","2","1","2019-04"
"252","lod2","2","1","2019-04"
"253","einwohnerdicht","2","1","2019-04"
"254","tourist","2","2","2019-04"
"255","geoportal","3","2","2019-04"
"256","cod design","2","1","2019-04"
"257","wertvorstell","2","1","2019-04"
"261","quartiersmanagement beusslestrass","2","2","2019-04"
"266","baublock","2","2","2019-04"
"273","handbuch sozialraumorientier","2","2","2019-04"
"288","justiz","2","2","2019-04"
"292","ckan","2","2","2019-04"
"309","sozial stadt","2","2","2019-04"
"321","kleingart","2","2","2019-04"
"327","fahrgast","2","2","2019-04"
"338","off dat","2","2","2019-04"
"359","profiskal","3","3","2019-04"
"371","steu","2","2","2019-04"
"373","gemeind","2","2","2019-04"
"388","2018","2","2","2019-04"
"393","bevolker","2","2","2019-04"
"394","brandenburg","2","2","2019-04"
"405","berlin mau","2","2","2019-04"
"417","esri","2","2","2019-04"
"424","rathaus","2","2","2019-04"
"431","parkplatz","3","3","2019-04"
"480","gastronomi","2","2","2019-04"
"488","wedding","2","2","2019-04"
"496","ortsteil geometri berlin","2","2","2019-04"
"517","2071 qm or beusselstrass","2","2","2019-04"
"531","geburt","2","2","2019-04"
"534","flurkart 1 400","2","2","2019-04"
"543","einwohnerinn und einwohn im land berlin","2","2","2019-04"
"555","rbs einschulbereich juni 2018","2","2","2019-04"
"568","webatlas","2","2","2019-04"
"602","einwohnerinn und einwohn in berlin in lor planungsraum","2","2","2019-04"
"634","parkraum","2","2","2019-04"
"639","kriminalitatsatlas","2","2","2019-04"
"642","postleitzahl","2","2","2019-04"
"646","iot","2","2","2019-04"
"674","kopenick","2","2","2019-04"
"1","vornam","97","71","2019-05"
"2","adress inspir","28","2","2019-05"
"3","einwohn","37","13","2019-05"
"4","lor","30","11","2019-05"
"5","shp","15","4","2019-05"
"6","wass","14","5","2019-05"
"7","nam","16","11","2019-05"
"8","strass","28","13","2019-05"
"9","atkis","11","2","2019-05"
"10","gtfs","20","19","2019-05"
"11","planungsraum lor","10","1","2019-05"
"12","liegenschaftskart","11","4","2019-05"
"13","senior","10","1","2019-05"
"14","luftbild","20","6","2019-05"
"15","flurkart","22","12","2019-05"
"16","dgm","18","7","2019-05"
"17","fahrrad","13","8","2019-05"
"18","europawahl","14","13","2019-05"
"19","einkomm","10","6","2019-05"
"20","alkis","9","6","2019-05"
"21","bezirk","12","7","2019-05"
"22","rbs","15","8","2019-05"
"23","pump","11","9","2019-05"
"24","seniorensport","7","7","2019-05"
"25","flurstuck","14","8","2019-05"
"26","verkehr","7","5","2019-05"
"27","strassenverzeichnis","11","5","2019-05"
"28","wahllokal","9","4","2019-05"
"29","einwohnerinn und einwohn in berlin in lor planungsraum","8","3","2019-05"
"30","einwohnerinn und einwohn","9","5","2019-05"
"31","adress","11","6","2019-05"
"32","strassenbefahr","8","3","2019-05"
"33","shapefil","7","6","2019-05"
"34","wahlbezirk","8","6","2019-05"
"36","vbb","6","4","2019-05"
"37","postleitzahl","8","5","2019-05"
"38","parking","5","3","2019-05"
"39","bevolker","9","7","2019-05"
"40","marathon","5","1","2019-05"
"41","sgb ii","5","1","2019-05"
"42","geologi","6","2","2019-05"
"43","schul","7","4","2019-05"
"44","csv","5","1","2019-05"
"45","solar","5","1","2019-05"
"46","radrout","6","5","2019-05"
"47","wahl","5","4","2019-05"
"48","bod","4","1","2019-05"
"49","mietspiegel","6","5","2019-05"
"50","fluchtling","7","3","2019-05"
"51","fairtrad","4","1","2019-05"
"52","modular unterkunft fur fluchtling","4","2","2019-05"
"53","ortsteil","7","3","2019-05"
"54","beliebt vornam","4","1","2019-05"
"55","lor kart","5","2","2019-05"
"56","lebenswelt orientiert raum lor in berlin","4","2","2019-05"
"57","haushalt","9","6","2019-05"
"58","geojson","4","3","2019-05"
"59","modular unterkunft","4","1","2019-05"
"60","lod2","6","4","2019-05"
"61","baufertigstell","5","2","2019-05"
"62","hochschulpakt","4","1","2019-05"
"63","verbot buch","4","4","2019-05"
"64","planz","3","3","2019-05"
"65","pflegedien","4","3","2019-05"
"66","unfall","5","4","2019-05"
"67","pfleg","3","1","2019-05"
"68","reinickendorf","3","2","2019-05"
"69","s 1104","4","3","2019-05"
"70","orthophoto","3","1","2019-05"
"71","baum","6","5","2019-05"
"72","radverkehr","4","4","2019-05"
"73","wcs","3","1","2019-05"
"74","polizei","3","3","2019-05"
"75","berlin lichtenberg","3","1","2019-05"
"76","europawahl 2019","6","5","2019-05"
"77","europawahl 2019","3","1","2019-05"
"78","pdf","3","1","2019-05"
"79","erstnam","5","5","2019-05"
"80","sozialstruktur","3","2","2019-05"
"81","5000","3","2","2019-05"
"82","gewass","3","2","2019-05"
"83","kleingartenanlag","3","1","2019-05"
"84","list beliebt vornam jung","3","1","2019-05"
"85","standort","3","2","2019-05"
"86","31 12 2018","3","1","2019-05"
"87","kart 5000","4","3","2019-05"
"88","eingliederungshilf","3","1","2019-05"
"89","wahlbezirk europawahl","4","3","2019-05"
"90","gebaudeumriss","3","1","2019-05"
"91","bodenrichtwertatlas","3","1","2019-05"
"92","migrationshintergrund","3","1","2019-05"
"93","dop","3","2","2019-05"
"94","bik","5","4","2019-05"
"95","kriminalitat","3","2","2019-05"
"96","wett","3","2","2019-05"
"97","20 1 2009","3","1","2019-05"
"98","strom","3","1","2019-05"
"99","pflegeeinricht","3","1","2019-05"
"100","kleidercontain","4","2","2019-05"
"101","altersarmut","3","1","2019-05"
"102","wahlbezirk 518","3","1","2019-05"
"103","flurstuckubersicht karlshorst","3","1","2019-05"
"104","wahllokal 2019","7","3","2019-05"
"105","asyl","3","1","2019-05"
"107","gebaudenutz","3","1","2019-05"
"108","wahl 2019","4","3","2019-05"
"109","auflist der glaubig","2","2","2019-05"
"110","mitt","2","2","2019-05"
"111","rbs block","3","3","2019-05"
"112","ubersichtskart","2","1","2019-05"
"113","grundwass","2","2","2019-05"
"114","kopftuch","2","1","2019-05"
"115","numb of pub","2","1","2019-05"
"116","landesgrenz","2","1","2019-05"
"117","alt","3","3","2019-05"
"118","kita","3","3","2019-05"
"119","geburt","2","2","2019-05"
"120","liegenschaftskart mit luftbild","2","1","2019-05"
"121","nachnam","2","2","2019-05"
"122","lehr beamt","2","1","2019-05"
"123","gegenuberstell der gebaudenutz","2","1","2019-05"
"124","2012 and and 2017","2","1","2019-05"
"125","schwangerschaftsabbruch","3","2","2019-05"
"126","luftqualitat","3","2","2019-05"
"127","park","3","3","2019-05"
"128","sozialstrukturatlas","2","2","2019-05"
"129","nox","2","1","2019-05"
"130","vornam 2018","5","3","2019-05"
"131","ostberlin","3","2","2019-05"
"132","einkomm spandau","2","1","2019-05"
"133","haltestellenzugang","2","1","2019-05"
"134","unternehmensinsolvenz","2","1","2019-05"
"135","energieverbrauchsubersicht","2","2","2019-05"
"136","gebaud","4","4","2019-05"
"137","europawahl12019 berlin spandau wahllokal 312","2","1","2019-05"
"138","mannlich vornam ranking","2","1","2019-05"
"139","tegel","2","1","2019-05"
"140","txl","2","1","2019-05"
"141","beschluss wiss","2","1","2019-05"
"142","gelandemodell","3","3","2019-05"
"143","tourismus","3","2","2019-05"
"144","haltestell","2","2","2019-05"
"145","radweg","5","5","2019-05"
"146","grunanlag","3","3","2019-05"
"147","strassenverzeichnis berlin","2","1","2019-05"
"148","kopenick","2","1","2019-05"
"149","veranstalt","3","3","2019-05"
"150","rad","2","2","2019-05"
"151","religion","2","1","2019-05"
"152","radfahr","3","3","2019-05"
"153","treptow kopenick","4","2","2019-05"
"154","organisation des trag der eingliederungshilf","2","1","2019-05"
"155","senatsbeschluss 28 03 2019","3","2","2019-05"
"156","weg","2","1","2019-05"
"157","termin wichtig sozial ereignis","2","1","2019-05"
"158","brunn","2","2","2019-05"
"159","10115","2","1","2019-05"
"160","einwohnerzahl berlin","2","1","2019-05"
"161","kopftuchfrei zon","2","1","2019-05"
"163","migration","2","2","2019-05"
"164","wahlbezirk 518","2","1","2019-05"
"165","zweckentfremd","3","3","2019-05"
"166","adress gml","2","1","2019-05"
"167","senfin lho","2","1","2019-05"
"168","verwaltungssteuer","2","1","2019-05"
"169","bicycl","2","1","2019-05"
"170","pflzvv","2","1","2019-05"
"171","charlottenburg","2","2","2019-05"
"172","plz","3","3","2019-05"
"173","lageplan","2","2","2019-05"
"174","kfz kennzeich beantrag","2","1","2019-05"
"175","strassenverzeichnis berlin","2","1","2019-05"
"176","k5","3","3","2019-05"
"177","wasserportal","2","2","2019-05"
"178","schwimmbad","2","1","2019-05"
"179","kart","3","2","2019-05"
"180","grundwasserstand","2","1","2019-05"
"181","uoc","2","1","2019-05"
"182","gemark","2","2","2019-05"
"183","lod1","3","3","2019-05"
"184","wahllokal 2019","2","1","2019-05"
"185","102 europawahl","2","1","2019-05"
"186","bezirksgrenz","3","2","2019-05"
"187","bar","2","1","2019-05"
"188","bevolkerungsdicht","2","2","2019-05"
"189","organisation des trag der eingliederungshilf","2","1","2019-05"
"190","flurstuckubersicht","2","1","2019-05"
"191","senatsbeschluss","2","1","2019-05"
"192","2016","2","2","2019-05"
"193","armutsquot berlin hohenschonhaus","2","1","2019-05"
"194","demographi","3","2","2019-05"
"195","bebauungsplan","4","2","2019-05"
"196","unterkunft","3","2","2019-05"
"197","stadtumbau","2","2","2019-05"
"198","einwohnerzahl","5","4","2019-05"
"199","einwohn 2017","3","2","2019-05"
"200","geburt nam","2","2","2019-05"
"201","muse","4","3","2019-05"
"202","stadtteil","4","4","2019-05"
"203","kfz zulass","2","1","2019-05"
"204","rettung","2","1","2019-05"
"205","auto","2","1","2019-05"
"206","altersstruktur","3","3","2019-05"
"207","traffic","2","2","2019-05"
"208","charité","2","1","2019-05"
"209","schwangerschaft","3","2","2019-05"
"210","verdienststruktur","2","1","2019-05"
"211","vivant","2","1","2019-05"
"212","pressburg","2","1","2019-05"
"213","lebensmittel","2","1","2019-05"
"214","verwaltungsregion","2","1","2019-05"
"215","rbs adress","3","3","2019-05"
"216","baufertigstell","2","1","2019-05"
"217","anderungsbeschluss zweckentfremdungssatz","4","2","2019-05"
"218","runderlass senatsverwalt","2","1","2019-05"
"219","erwerbstat","2","1","2019-05"
"220","wahlschein","2","2","2019-05"
"221","gemeinschaftsinitiativ","2","2","2019-05"
"222","klimamodell berlin","2","1","2019-05"
"223","strassenverzeichnis charlottenburg","2","1","2019-05"
"224","lebensmittelhandel","2","1","2019-05"
"225","gutacht social media","2","1","2019-05"
"226","list der haufig vornam","3","2","2019-05"
"227","bezirk shp","2","1","2019-05"
"228","tvz","2","1","2019-05"
"229","sportangebot","3","3","2019-05"
"230","rtw","2","1","2019-05"
"231","strassenverzeichnis berlin","2","1","2019-05"
"232","schwengelpump","2","1","2019-05"
"233","burgeramt","3","2","2019-05"
"234","bln pflzvv","2","1","2019-05"
"235","altglas","2","1","2019-05"
"237","wahllokal 2019","4","2","2019-05"
"239","lindau alle","2","1","2019-05"
"242","masterlayout","2","1","2019-05"
"243","kanalisation","2","1","2019-05"
"244","strassennam","6","5","2019-05"
"245","neff","2","1","2019-05"
"246","demographi alt","2","1","2019-05"
"247","altglascontain","2","1","2019-05"
"257","inkognito","2","2","2019-05"
"282","demographiebericht marzahn hellersdorf","2","2","2019-05"
"285","s bahn","2","2","2019-05"
"293","ergebnis europawahl 2019","2","2","2019-05"
"299","tempelhof","2","2","2019-05"
"308","tempelhof wahllokal","2","2","2019-05"
"313","wahlkreis 208","2","2","2019-05"
"330","mietpreis","2","2","2019-05"
"338","berlin bevolker","2","2","2019-05"
"356","wahllokal tempelhof","3","3","2019-05"
"369","krankenhausplan 1999","2","2","2019-05"
"373","kart pdf","2","2","2019-05"
"379","s 1886","2","2","2019-05"
"381","luft","2","2","2019-05"
"388","kollnisch vorstadt spindlersfeld","2","2","2019-05"
"404","museum","2","2","2019-05"
"413","parkplatz","3","3","2019-05"
"422","europawahl ergebnis","2","2","2019-05"
"429","bvg","2","2","2019-05"
"431","hauskoordinat","2","2","2019-05"
"440","miet","2","2","2019-05"
"442","bebau","2","2","2019-05"
"446","alexanderplatz","2","2","2019-05"
"448","sozialvertrau","2","2","2019-05"
"454","wahlergniss hohenschonhaus","2","2","2019-05"
"457","kh moabit","2","2","2019-05"
"460","polygon koordinat","2","2","2019-05"
"476","neukolln","2","2","2019-05"
"488","wartezeit","2","2","2019-05"
"498","rassist","2","2","2019-05"
"510","wohndau","2","2","2019-05"
"517","koordinat s bahn station","2","2","2019-05"
"522","schragluftbild","2","2","2019-05"
"524","baufertigstell and 2012 or or 2017","2","2","2019-05"
"527","digital","2","2","2019-05"
"530","baufertigstell 2012 2017","2","2","2019-05"
"539","bad","2","2","2019-05"
"541","wohnung","3","3","2019-05"
"558","strassenf","2","2","2019-05"
"563","standort offent schul","2","2","2019-05"
"589","gesamtindex sozial ungleich","2","2","2019-05"
"592","3d","2","2","2019-05"
"618","senatsvorlag","2","2","2019-05"
"630","real tim luftqualitat","3","3","2019-05"
"654","energieverbrauch","2","2","2019-05"
"667","marzahn hellersdorf","2","2","2019-05"
"677","neu gebir","2","2","2019-05"
"689","schrag","2","2","2019-05"
"723","echt zeit luftqualitat","2","2","2019-05"
"734","personal not gesund","2","2","2019-05"
"738","sportangebot marzahn hellersdorf","2","2","2019-05"
"740","busspur","2","2","2019-05"
"766","beschluss liegenschaft","2","2","2019-05"
"773","einfamilienhaus","2","2","2019-05"
"1","lor","58","8","2019-06"
"2","wfs","59","6","2019-06"
"3","wms","34","3","2019-06"
"4","grunanlagenbestand","30","20","2019-06"
"5","wass","17","6","2019-06"
"6","migrationshintergrund","16","5","2019-06"
"7","strass","26","8","2019-06"
"8","lor einwohn","13","1","2019-06"
"9","bezirk","16","10","2019-06"
"10","geometri","15","5","2019-06"
"11","gewass","12","5","2019-06"
"12","dop20rgb","13","2","2019-06"
"13","grunanlag","19","15","2019-06"
"14","flurkart","15","12","2019-06"
"15","arbeitslos","14","8","2019-06"
"16","dgm","10","4","2019-06"
"17","mietendeckel","17","13","2019-06"
"18","vornam","18","14","2019-06"
"19","strassenbefahr","8","1","2019-06"
"20","ortsteil","17","5","2019-06"
"21","ozon","13","7","2019-06"
"22","shp","7","3","2019-06"
"23","block","7","1","2019-06"
"24","vbb","10","6","2019-06"
"25","miet","15","10","2019-06"
"26","bevolker","6","2","2019-06"
"27","gtfs","7","7","2019-06"
"28","postleitzahl","7","2","2019-06"
"29","moabit west","5","1","2019-06"
"30","kita","5","4","2019-06"
"31","kart","6","4","2019-06"
"32","statist block","5","1","2019-06"
"33","fahrrad","9","7","2019-06"
"34","digital orthophotos","5","1","2019-06"
"35","haltestell","6","6","2019-06"
"36","opnv","5","3","2019-06"
"37","bvg","6","3","2019-06"
"38","alkis","7","4","2019-06"
"39","trinkbrunn","5","3","2019-06"
"40","einwohn","8","5","2019-06"
"41","tourismus nachhalt","5","1","2019-06"
"42","flurstuck","8","4","2019-06"
"43","rbs","7","7","2019-06"
"44","bus","4","4","2019-06"
"45","shapefil","4","3","2019-06"
"46","lor shp","7","4","2019-06"
"47","radverkehr","4","2","2019-06"
"48","orthophoto","5","3","2019-06"
"49","digital farbig orthophoto 2018 dop20rgb","9","7","2019-06"
"50","warm","4","1","2019-06"
"51","verkehr","6","4","2019-06"
"52","zugzielanzeig s bahn berlin","4","1","2019-06"
"53","grundsicher","4","2","2019-06"
"54","einwohnerdicht","4","2","2019-06"
"55","bsr","5","3","2019-06"
"56","gebaud","5","4","2019-06"
"57","kml","4","1","2019-06"
"58","budget","4","1","2019-06"
"59","einkomm","4","2","2019-06"
"60","rad","6","4","2019-06"
"61","lsa","4","1","2019-06"
"62","lk5","4","1","2019-06"
"63","nam","5","3","2019-06"
"64","wohnung","6","2","2019-06"
"65","moabit bredow","4","1","2019-06"
"66","haushaltseinkomm","4","1","2019-06"
"67","bezirksgrenz","4","3","2019-06"
"68","stadtentwickl statist","3","1","2019-06"
"69","denkmal","6","5","2019-06"
"70","arbeit","3","2","2019-06"
"71","grunflach","5","4","2019-06"
"72","haushalt","4","3","2019-06"
"73","senatsbeschluss","9","9","2019-06"
"74","einwohn 2017","3","2","2019-06"
"75","volkswirtschaft gesamtrechn pharmazeut industri","3","1","2019-06"
"76","behinder","3","1","2019-06"
"77","rbs adress","8","5","2019-06"
"78","badestell","3","2","2019-06"
"79","mulltrenn","3","2","2019-06"
"80","block und blockteilflach basis","3","1","2019-06"
"81","biomull","3","2","2019-06"
"82","alleinerzieh","3","1","2019-06"
"83","berlin wfs","3","2","2019-06"
"84","lichtenberg","3","1","2019-06"
"85","mietobergrenz","4","2","2019-06"
"86","berlin stadtschloss","3","1","2019-06"
"87","wahl","3","1","2019-06"
"88","liegenschaftskart","3","1","2019-06"
"89","stromatlas","3","1","2019-06"
"90","energieatlas","5","3","2019-06"
"91","schulamt friedrichshain","3","1","2019-06"
"92","atom","3","1","2019-06"
"93","digital orthophotos","3","1","2019-06"
"94","bib","3","1","2019-06"
"95","wfs erhol","3","1","2019-06"
"97","alkis gebaud","3","2","2019-06"
"98","stellenausschreib","3","1","2019-06"
"99","kriminalitat","4","4","2019-06"
"100","geometri bezirk","4","2","2019-06"
"101","1940","3","1","2019-06"
"102","gis","2","2","2019-06"
"103","einbruchsstatist","2","2","2019-06"
"104","emd strass","2","2","2019-06"
"105","park","3","3","2019-06"
"106","mietspiegel","4","3","2019-06"
"107","parking","2","2","2019-06"
"108","verkehr berlin","2","1","2019-06"
"109","bimschg","2","1","2019-06"
"110","luftbild","4","3","2019-06"
"111","stadtplan","3","2","2019-06"
"112","sprach","2","1","2019-06"
"113","wasserversorg","2","1","2019-06"
"114","kindertagesstatt","2","1","2019-06"
"115","rahmenvertrag","2","1","2019-06"
"116","paris abkomm","3","2","2019-06"
"117","bebauungsplan","3","2","2019-06"
"118","digital farbig orthophoto 2018","2","2","2019-06"
"119","strat larmkart 2017","2","1","2019-06"
"120","denkmalkart","2","1","2019-06"
"121","verbind anwend der elektron vergab","2","2","2019-06"
"122","abwass","3","3","2019-06"
"123","geo","2","1","2019-06"
"124","adress","4","3","2019-06"
"125","strom","2","2","2019-06"
"126","flurkart sfx","2","1","2019-06"
"127","kanal","2","1","2019-06"
"128","jugend","3","2","2019-06"
"129","warmebelast","2","1","2019-06"
"130","protokoll","2","1","2019-06"
"131","friedrichshain","2","2","2019-06"
"132","alt","3","2","2019-06"
"133","ortsteil berlin","2","2","2019-06"
"134","koordinat","2","1","2019-06"
"135","landesdenkmalamt","2","1","2019-06"
"136","radweg","3","2","2019-06"
"137","wohnlag","2","1","2019-06"
"138","kind und jugend","2","1","2019-06"
"139","flachennutzungsplan","2","1","2019-06"
"140","grz","2","2","2019-06"
"141","messnetz","2","1","2019-06"
"142","niederschlag","4","2","2019-06"
"143","bruttoinlandsprodukt","2","1","2019-06"
"144","jugendzentrum","2","1","2019-06"
"145","berlin schloss","2","1","2019-06"
"146","kiez","2","1","2019-06"
"147","5000","2","1","2019-06"
"148","digital orthophotos","2","1","2019-06"
"149","04","2","1","2019-06"
"150","berlin statttaub schutz berlin or statdtaub kein schadling","2","1","2019-06"
"151","stromkost","2","1","2019-06"
"152","invalidenstrass","3","2","2019-06"
"153","bad","2","1","2019-06"
"154","kreuzberg","2","1","2019-06"
"155","sachgrundlos befrist","2","1","2019-06"
"156","kfz","2","1","2019-06"
"157","grun","2","1","2019-06"
"158","birkenstrass ecl bredowstrass","2","1","2019-06"
"159","strassenverzeichnis","4","3","2019-06"
"160","dop","3","2","2019-06"
"161","senatsbeschluss","2","1","2019-06"
"162","asylblg","2","1","2019-06"
"163","friedrichshain kreuzberg","2","2","2019-06"
"164","verbrech","2","1","2019-06"
"165","bezirk shp","3","2","2019-06"
"166","wartenberg","2","1","2019-06"
"167","parkbucht","2","1","2019-06"
"168","stromstoss","2","1","2019-06"
"169","einschulbereich","2","1","2019-06"
"170","geojson","3","2","2019-06"
"171","senatsbeschluss 28 03 2019","2","1","2019-06"
"172","marzahn landsberg alle","2","1","2019-06"
"173","kfz zulass","2","1","2019-06"
"174","gsi","2","1","2019-06"
"175","sgb ii","3","2","2019-06"
"176","berlin heizungsprogramm","2","1","2019-06"
"177","geometri shaup","2","1","2019-06"
"178","kita","2","1","2019-06"
"179","naturdenkmal","4","3","2019-06"
"180","vornam neugebor","2","2","2019-06"
"181","nachhalt tourismus","2","1","2019-06"
"182","moabit","3","2","2019-06"
"183","gini","2","1","2019-06"
"184","adresspunkt","2","1","2019-06"
"185","schwimmbad","2","2","2019-06"
"186","12489 albert einstein strass","2","1","2019-06"
"187","ampeln","2","1","2019-06"
"188","lod1","2","1","2019-06"
"189","pendl","2","1","2019-06"
"190","digital topograph kart","2","1","2019-06"
"191","europawahl","2","2","2019-06"
"192","dietrich kalkum","2","1","2019-06"
"193","staatsop","2","1","2019-06"
"194","lebenswelt orientiert raum","3","2","2019-06"
"195","wms liegenschaft","2","1","2019-06"
"196","statist","2","1","2019-06"
"197","senatsbeschluss 28 03 2019","2","1","2019-06"
"198","wohnraum","2","1","2019-06"
"199","wfs erhol utm","2","1","2019-06"
"200","geschaftsordn","2","1","2019-06"
"201","ampeln","2","1","2019-06"
"202","alkohol","2","1","2019-06"
"203","moabit west kriminalitat","2","1","2019-06"
"204","geodatenservic","2","2","2019-06"
"205","e mobillity","5","4","2019-06"
"206","list vornam","2","1","2019-06"
"207","stadtmitt","2","1","2019-06"
"208","kart bezirk","2","1","2019-06"
"209","schulerticket","2","1","2019-06"
"210","zugriffsstatist","2","2","2019-06"
"211","bauordn","2","1","2019-06"
"212","spielplatz","3","2","2019-06"
"214","bank","4","3","2019-06"
"215","wfs 2019","2","1","2019-06"
"216","kriminalitatsatlas","2","1","2019-06"
"217","hotelstandort","2","1","2019-06"
"218","haushalt lor","2","1","2019-06"
"220","sparql","2","1","2019-06"
"221","mietpreisbrems","2","1","2019-06"
"223","wohnlag schmollerstrass","2","2","2019-06"
"224","parkplatz","2","2","2019-06"
"227","sport event tourismus","2","2","2019-06"
"234","flexperto","2","2","2019-06"
"235","lor haushalt","2","2","2019-06"
"236","polizei","2","2","2019-06"
"249","tourismus","2","2","2019-06"
"254","einwohn bezirk","2","2","2019-06"
"255","senatsvorlag","2","2","2019-06"
"265","digital farbig orthophoto 2018","2","2","2019-06"
"301","schul","2","2","2019-06"
"305","justiz","2","2","2019-06"
"311","digital orthophotos","2","2","2019-06"
"312","erwerbslos","2","2","2019-06"
"324","bodenrichtwert berlin 2018","2","2","2019-06"
"331","alkis grundstuck berlin","2","2","2019-06"
"336","spielstrass","2","2","2019-06"
"337","bier","2","2","2019-06"
"347","stattaub","2","2","2019-06"
"355","senatsvorlag der senatsverwalt fur stadtentwickl und wohn","3","3","2019-06"
"356","wilmersdorf","2","2","2019-06"
"362","verkehrszeich","2","2","2019-06"
"371","obdachlos","2","2","2019-06"
"374","spandau","2","2","2019-06"
"383","investition","2","2","2019-06"
"403","kultur","2","2","2019-06"
"415","beihilf","2","2","2019-06"
"427","orthophoto","2","2","2019-06"
"437","leitung","2","2","2019-06"
"442","berlinonlin","2","2","2019-06"
"451","luftschadstoff","2","2","2019-06"
"475","hohenschonhaus nord","2","2","2019-06"
"488","bildung berlin","2","2","2019-06"
"489","bushaltestell","2","2","2019-06"
"507","topograph kart","2","2","2019-06"
"537","stadtteil","3","3","2019-06"
"540","psychotherapi","2","2","2019-06"
"581","ortophotos 2019","2","2","2019-06"
"593","bezirksamtbeschluss","2","2","2019-06"
"601","badese","2","2","2019-06"
"614","gebaudehoh berlin","2","2","2019-06"
"1","geodat","87","7","2019-07"
"2","rbs","30","11","2019-07"
"3","alkis","37","14","2019-07"
"4","flurkart","38","22","2019-07"
"5","adress","29","8","2019-07"
"6","verkehr","15","3","2019-07"
"7","bezirk","27","11","2019-07"
"8","vornam","15","13","2019-07"
"9","geometri","13","4","2019-07"
"10","ortsteil","14","10","2019-07"
"11","gtfs","14","13","2019-07"
"12","ozon","10","8","2019-07"
"13","dgm","12","7","2019-07"
"14","parkplatz","8","3","2019-07"
"15","open data","8","1","2019-07"
"16","einwohn","13","6","2019-07"
"17","lor","9","6","2019-07"
"18","vermess at ba fk berlin de","7","3","2019-07"
"19","kart","12","3","2019-07"
"20","strassenbefahr","7","2","2019-07"
"21","transport","7","3","2019-07"
"22","fahrrad","14","12","2019-07"
"23","shapefil","8","7","2019-07"
"24","shap","6","3","2019-07"
"25","biotop und artenschutz biotop und artenschutz","6","1","2019-07"
"26","gebaud","10","7","2019-07"
"27","geltungsbereich","9","5","2019-07"
"28","bevolker","9","7","2019-07"
"29","flurstuck","10","6","2019-07"
"30","feinstaub","6","3","2019-07"
"31","berlin","7","3","2019-07"
"32","vbb","9","8","2019-07"
"33","dop","7","5","2019-07"
"34","mietendeckel","5","2","2019-07"
"35","gis","5","4","2019-07"
"36","bezirksamt friedrichshain kreuzberg von berlin vermess","14","6","2019-07"
"37","wfs","8","2","2019-07"
"38","geothermi","5","1","2019-07"
"39","haltestell","7","6","2019-07"
"40","einwohnerdicht","5","1","2019-07"
"41","arbeitslosenquot","5","1","2019-07"
"42","famfz 2017","4","2","2019-07"
"43","schutzgebiet","4","1","2019-07"
"44","alt friedhof wuhlgart","4","1","2019-07"
"45","polizei","4","2","2019-07"
"46","migrationshintergrund","4","2","2019-07"
"47","weihnachtsmarkt","5","2","2019-07"
"48","fahrplan","6","5","2019-07"
"49","umweltatlas","7","4","2019-07"
"50","grundwass","6","3","2019-07"
"51","tourismus","4","3","2019-07"
"52","bezirksgrenz","4","1","2019-07"
"53","zahlstell","5","5","2019-07"
"54","koordinat","4","1","2019-07"
"55","grundwass tief fransoch buchholz","4","1","2019-07"
"56","atkis","5","4","2019-07"
"57","u bahn","5","3","2019-07"
"58","offent","4","1","2019-07"
"59","rad","4","4","2019-07"
"60","co2","4","1","2019-07"
"62","park","5","4","2019-07"
"63","strassenbahn","3","2","2019-07"
"64","lapro","3","2","2019-07"
"65","biotop","5","2","2019-07"
"66","shp","3","2","2019-07"
"67","stadtbezirk","5","3","2019-07"
"68","solar","4","2","2019-07"
"69","lini","3","1","2019-07"
"70","larm","3","2","2019-07"
"71","milieuschutz","3","2","2019-07"
"72","radverkehr","4","4","2019-07"
"74","geometri der wahlbezirk","3","1","2019-07"
"75","berlin um 1690","4","2","2019-07"
"76","wohndau","4","3","2019-07"
"77","bodenrichtwert","7","4","2019-07"
"78","liegenschaftskart","7","6","2019-07"
"79","bevolker lor","3","1","2019-07"
"80","einwohnerzahl","5","3","2019-07"
"81","altersgrupp","3","1","2019-07"
"82","strass 52a","5","2","2019-07"
"83","grundwass tief um berlin landkart","3","1","2019-07"
"84","stadtplan","3","1","2019-07"
"85","station","3","3","2019-07"
"86","sgb ii","4","2","2019-07"
"87","verkehrsmittel","3","2","2019-07"
"88","rbs bezirk","6","5","2019-07"
"89","berlin hermsdorf wickhofgrab","3","1","2019-07"
"90","umweltatlas wfs","3","1","2019-07"
"91","strass","10","6","2019-07"
