"Unnamed: 0","term_stem","impressions","visits","month"
"675","verkehrsunfall","1","1","2020-02"
"676","real tim tram","1","1","2020-02"
"677","alkis berlin bezirk","1","1","2020-02"
"678","einwohnerzahlentwickl","1","1","2020-02"
"679","einwohnerinn und einwohn nach wohnlag in den lor planungsraum","1","1","2020-02"
"680","fahrradzahlstell","1","1","2020-02"
"681","echtzeit tram","1","1","2020-02"
"682","parkraumbewirtschaft","1","1","2020-02"
"683","bevolkerungsstruktur","1","1","2020-02"
"684","spielplatz json","1","1","2020-02"
"685","luftbild dop","1","1","2020-02"
"686","fis brok","1","1","2020-02"
"687","strass json","1","1","2020-02"
"688","car","1","1","2020-02"
"689","genehm","1","1","2020-02"
"690","brandenburg bip","1","1","2020-02"
"691","komoral","1","1","2020-02"
"692","k 5","1","1","2020-02"
"693","tankstell","1","1","2020-02"
"694","strassenbaumfall","2","2","2020-02"
"695","ressourcenschutz","1","1","2020-02"
"696","gfz in berlin kreuzberg","1","1","2020-02"
"697","electro autos","1","1","2020-02"
"698","mediaspre","1","1","2020-02"
"699","m13","1","1","2020-02"
"700","ford","1","1","2020-02"
"701","erwerbstat","1","1","2020-02"
"702","obdachlos","1","1","2020-02"
"703","einwohnerinn und einwohn mit migrationshintergrund in berlin in lor planungsraum","1","1","2020-02"
"704","2015 landeskommission","1","1","2020-02"
"705","kredit","1","1","2020-02"
"706","eis","1","1","2020-02"
"707","stadtfuhr entwicklungspolit","1","1","2020-02"
"708","dop10","1","1","2020-02"
"709","herkunft","1","1","2020-02"
"710","open data","1","1","2020-02"
"711","citygml","1","1","2020-02"
"712","suizid berlin","1","1","2020-02"
"713","5000 wasserabstand","1","1","2020-02"
"714","volk","1","1","2020-02"
"715","schmiererei","1","1","2020-02"
"716","bafog","1","1","2020-02"
"717","zugriffsstatist","1","1","2020-02"
"718","schulraum","1","1","2020-02"
"719","nahrstoffversorg des oberbod 2015","1","1","2020-02"
"720","ebik","1","1","2020-02"
"721","plz gesundheitsamt","1","1","2020-02"
"722","accelarator","1","1","2020-02"
"723","geburtenzahl geburt","1","1","2020-02"
"724","2019 region","1","1","2020-02"
"725","besuchszahl in offent gefordert berlin kultureinricht","1","1","2020-02"
"726","echtzeit tram","1","1","2020-02"
"727","lor haushaltseinkomm","1","1","2020-02"
"728","dtv","1","1","2020-02"
"729","polizei meldung","1","1","2020-02"
"730","kita franzos buchholz","2","2","2020-02"
"731","10587","1","1","2020-02"
"732","geolog dat","1","1","2020-02"
"733","haushalt marzahn","1","1","2020-02"
"734","daiml","1","1","2020-02"
"735","dgm25","1","1","2020-02"
"736","heritag","1","1","2020-02"
"737","jugendfreizeiteinricht","1","1","2020-02"
"738","postleitzhal gesundheitsamt","1","1","2020-02"
"739","armutsrisiko kind","1","1","2020-02"
"740","bus","1","1","2020-02"
"741","grenz","1","1","2020-02"
"742","fluglarm","1","1","2020-02"
"743","hans","1","1","2020-02"
"744","alk","1","1","2020-02"
"745","lot","1","1","2020-02"
"746","sozial","1","1","2020-02"
"747","flur","1","1","2020-02"
"748","asylbewerb","1","1","2020-02"
"749","breitbandausbau","1","1","2020-02"
"750","tatsach nutzung","1","1","2020-02"
"751","webatlas","1","1","2020-02"
"752","startup","1","1","2020-02"
"753","trees","1","1","2020-02"
"754","teilzeit","1","1","2020-02"
"755","glascontain","1","1","2020-02"
"756","coworking","1","1","2020-02"
"757","forderrichtlini","1","1","2020-02"
"758","landesgrenz","1","1","2020-02"
"759","ortsteil kml","1","1","2020-02"
"760","gtfs dat","1","1","2020-02"
"761","shapedatei","1","1","2020-02"
"762","badegewaess","1","1","2020-02"
"763","lod1","1","1","2020-02"
"764","bvg abfahrt","1","1","2020-02"
"765","vhs","1","1","2020-02"
"766","strass","1","1","2020-02"
"767","restaurant","1","1","2020-02"
"768","umweltdat","1","1","2020-02"
"769","open street map","1","1","2020-02"
"770","rool","1","1","2020-02"
"771","bezirksamtsbeschluss","1","1","2020-02"
"772","kontaktbereich polizei","1","1","2020-02"
"773","trodelmarkt","1","1","2020-02"
"774","haushaltseinkomm 2018","1","1","2020-02"
"775","berlinpass","1","1","2020-02"
"776","vornam 2015","1","1","2020-02"
"777","2017","1","1","2020-02"
"778","cleaning market statistics","1","1","2020-02"
"779","volkshochschul","1","1","2020-02"
"780","dop20","1","1","2020-02"
"781","u bahn","2","2","2020-02"
"782","schonhaus alle","1","1","2020-02"
"783","sani","1","1","2020-02"
"784","gemeinschaftsinitiativ","1","1","2020-02"
"785","death","1","1","2020-02"
"786","fahrrad 2018","1","1","2020-02"
"787","wochenmarkt","1","1","2020-02"
"788","web","1","1","2020-02"
"789","migrationshintergrund 2018","1","1","2020-02"
"790","zeitarbeit","1","1","2020-02"
"791","discov","1","1","2020-02"
"792","taxidermi","1","1","2020-02"
"793","bericht 2003","1","1","2020-02"
"794","odis i","1","1","2020-02"
"795","wall","1","1","2020-02"
"796","bevolkerungszahl berlin","1","1","2020-02"
"797","verkehrsmeng","1","1","2020-02"
"798","year","1","1","2020-02"
"799","nurnberg","1","1","2020-02"
"800","fluchtlingsunterkunft","1","1","2020-02"
"801","transparenzdatenbank","1","1","2020-02"
"802","wahl 2017","1","1","2020-02"
"803","2001","1","1","2020-02"
"804","casino","1","1","2020-02"
"805","strukturfond","1","1","2020-02"
"806","baumfall","1","1","2020-02"
"807","wittenau","1","1","2020-02"
"808","sozial","1","1","2020-02"
"1","corona","94","74","2020-03"
"2","lor","21","9","2020-03"
"3","toilett","19","5","2020-03"
"4","umweltatlas","15","1","2020-03"
"5","bodenrichtwert","15","3","2020-03"
"6","wms","14","5","2020-03"
"7","einwohn","18","11","2020-03"
"8","block","27","4","2020-03"
"9","wohndau","14","3","2020-03"
"10","geologi","12","2","2020-03"
"11","gtfs","14","11","2020-03"
"12","alkis","12","4","2020-03"
"13","coronavirus","10","4","2020-03"
"14","wohn","11","3","2020-03"
"15","servic","9","1","2020-03"
"16","einwohnerinn und einwohn in berlin in lor planungsraum","9","1","2020-03"
"17","bezirk","12","10","2020-03"
"18","kita","8","8","2020-03"
"19","einwohn lor planungsraum","8","1","2020-03"
"20","einkomm","11","4","2020-03"
"21","verkehrslenk","6","3","2020-03"
"22","umweltzon","6","2","2020-03"
"23","lor planungsraum","6","2","2020-03"
"24","verkehr","8","3","2020-03"
"25","grenz","7","3","2020-03"
"26","vermess","6","3","2020-03"
"27","geologi wms wfs","6","1","2020-03"
"28","dgm","13","7","2020-03"
"29","freistell","6","1","2020-03"
"30","parchwitz str","5","1","2020-03"
"31","mietspiegel","5","4","2020-03"
"32","geodat grundwass","5","1","2020-03"
"33","naturdenkmal","7","5","2020-03"
"34","wass wms wfs","5","1","2020-03"
"35","luftbild","8","3","2020-03"
"36","ortsteil","10","3","2020-03"
"37","einwohnerinn und einwohn in berlin in lor planungsraum","5","2","2020-03"
"38","solaranlag","6","2","2020-03"
"39","flurstuck","6","3","2020-03"
"40","bahn","5","1","2020-03"
"41","10553 berlin","5","1","2020-03"
"42","fahrrad","7","6","2020-03"
"43","tourismus","4","4","2020-03"
"44","adress","6","4","2020-03"
"45","einwohnerzahl","7","7","2020-03"
"46","ampeln","4","1","2020-03"
"47","blindang","4","1","2020-03"
"48","solar","4","2","2020-03"
"49","neukolln","4","3","2020-03"
"50","einwohn or wohn or 2018","4","1","2020-03"
"51","dom","4","2","2020-03"
"52","gebaud","8","5","2020-03"
"53","senatsbeschluss","12","10","2020-03"
"54","breitbandversorg","4","1","2020-03"
"55","berlin kanaldeckel","4","1","2020-03"
"56","einwohn berlin","4","2","2020-03"
"57","strassennetz","4","1","2020-03"
"58","strassennamenverzeichnis","4","2","2020-03"
"59","flurabstand","4","1","2020-03"
"60","2014 v 20 01 2015","4","1","2020-03"
"61","rbs","6","3","2020-03"
"62","energieverbrauch","4","1","2020-03"
"63","einwohn lor planungsraum 31 12 2018","4","1","2020-03"
"64","flurkart","4","3","2020-03"
"65","kfz","4","2","2020-03"
"66","grundwass","5","2","2020-03"
"67","bevolkerungszahl","5","2","2020-03"
"68","blindang pankow","4","1","2020-03"
"69","student","9","4","2020-03"
"70","3106","4","1","2020-03"
"71","vbb","4","3","2020-03"
"72","3d","3","3","2020-03"
"73","cov","3","1","2020-03"
"74","berlin bezirk","3","1","2020-03"
"75","luft","3","2","2020-03"
"76","mein handy recyceln","3","1","2020-03"
"77","wohnlagenkart","3","2","2020-03"
"78","einwohn 2019","3","3","2020-03"
"79","startups","3","2","2020-03"
"80","krankenhaus","5","5","2020-03"
"81","strassennam neu","3","2","2020-03"
"82","amt fur statist","3","1","2020-03"
"83","vegetation wms wfs","3","1","2020-03"
"84","arbeit or behinder","3","1","2020-03"
"85","strass nam","3","1","2020-03"
"86","wohnbauflach","5","2","2020-03"
"87","schul","3","2","2020-03"
"88","baumbestand","3","1","2020-03"
"89","wass","5","3","2020-03"
"90","gesund","4","2","2020-03"
"91","anlag","3","1","2020-03"
"92","ladesaul","5","3","2020-03"
"93","standort","3","1","2020-03"
"94","jugendamt","3","1","2020-03"
"95","strassenverzeichnis","4","3","2020-03"
"96","energi","4","2","2020-03"
"97","nam","3","2","2020-03"
"98","shp","3","1","2020-03"
"99","photovolta","3","1","2020-03"
"100","notbetreu","3","2","2020-03"
"101","bevolkerungsdicht","3","3","2020-03"
"102","covid","3","3","2020-03"
"103","wohnlag","5","2","2020-03"
"104","luftbild pankow","3","1","2020-03"
"105","agilis","3","1","2020-03"
"106","alleinerzieh","5","3","2020-03"
"107","auskunft aus dem liegenschaftskatast","3","1","2020-03"
"108","grundwass flurabstand","3","1","2020-03"
"109","rrechtsverordn zum coronavirus","3","1","2020-03"
"110","verwaltungsgrenz","4","2","2020-03"
"111","flur plan","3","1","2020-03"
"112","berlin k5","3","1","2020-03"
"113","einwohn in den ortsteil berlin am","3","1","2020-03"
"114","covid 19","5","3","2020-03"
"115","sport","5","2","2020-03"
"116","lidar","4","4","2020-03"
"117","shap","3","2","2020-03"
"118","friedrichshain","3","1","2020-03"
"119","mitt","3","3","2020-03"
"120","pankow","4","2","2020-03"
"121","mokib mokib modular kita baut fur berlin","3","1","2020-03"
"122","webatlas","3","1","2020-03"
"123","pkw fuhrerschein","3","1","2020-03"
"124","restaurant","2","2","2020-03"
"125","logist","2","2","2020-03"
"126","offnungszeit","2","1","2020-03"
"127","soforthilf","4","3","2020-03"
"128","plz","3","3","2020-03"
"129","aufzug","2","1","2020-03"
"130","trinkwasseranalys","3","3","2020-03"
"131","postleitzahl","4","4","2020-03"
"132","briefkast standort","3","2","2020-03"
"133","einwohnerdicht","2","2","2020-03"
"134","planungsraum","4","3","2020-03"
"135","lor wohndau","2","1","2020-03"
"136","vornam","3","2","2020-03"
"137","spandau einwohn","2","2","2020-03"
"138","fhir","2","1","2020-03"
"139","orto","2","1","2020-03"
"140","kindertagespflegestell","2","1","2020-03"
"141","qualitat gebaud","2","1","2020-03"
"142","spandau","2","2","2020-03"
"143","integration","2","1","2020-03"
"144","monitoring sozial stadtentwickl","2","1","2020-03"
"145","sehenswurd","3","2","2020-03"
"146","tragfah baugrund in berlin","2","1","2020-03"
"147","ehrengrabstatt","2","1","2020-03"
"148","rad","2","2","2020-03"
"149","kremm strass","2","1","2020-03"
"150","okokonto","3","2","2020-03"
"151","info","2","1","2020-03"
"152","haushalt","2","2","2020-03"
"153","wochenmarkt","2","1","2020-03"
"154","qualitat","2","1","2020-03"
"155","flur plan","2","1","2020-03"
"156","wohnung","2","1","2020-03"
"157","weg","2","1","2020-03"
"158","baunutzungsverordn 1956","2","1","2020-03"
"159","corona restaurant or corona","2","1","2020-03"
"160","beuck gymnasium","2","1","2020-03"
"161","luftbild beriln","2","1","2020-03"
"162","wohnungsbestand","2","2","2020-03"
"163","tempelhof","3","2","2020-03"
"164","bordstein","2","1","2020-03"
"165","trinkwass","2","2","2020-03"
"166","sar cov","2","1","2020-03"
"167","park","3","3","2020-03"
"168","grundkart berlin","2","1","2020-03"
"169","wfs","2","2","2020-03"
"170","klr","2","1","2020-03"
"171","stadtteil","2","1","2020-03"
"172","veranstalt","2","2","2020-03"
"173","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2008","2","1","2020-03"
"174","bebauungssplan","2","2","2020-03"
"175","2021","2","1","2020-03"
"176","infektionsschutzgesetz","2","1","2020-03"
"177","teilhab","2","1","2020-03"
"178","wirtschaft","2","1","2020-03"
"179","afs","2","2","2020-03"
"180","bezirksgrenz","2","2","2020-03"
"181","histor luftbild","2","1","2020-03"
"182","geburtshilf","2","1","2020-03"
"183","orthophoto","2","2","2020-03"
"184","mapa","2","1","2020-03"
"185","wochenmarkt markt","2","1","2020-03"
"186","kart","2","1","2020-03"
"187","bus","2","1","2020-03"
"188","preisindiz lebenshalt","2","1","2020-03"
"189","alleinerzieh 2018","2","1","2020-03"
"190","bibliothek","3","2","2020-03"
"191","wett","2","2","2020-03"
"192","zentral","2","1","2020-03"
"193","grundung","3","2","2020-03"
"194","open data handbuch","2","1","2020-03"
"195","corona","2","2","2020-03"
"196","freistell corona","2","1","2020-03"
"197","lor kml","3","2","2020-03"
"198","bezirksregion","2","1","2020-03"
"199","notversorg","2","1","2020-03"
"200","coronahilf","2","1","2020-03"
"201","doppelhaushalt","2","1","2020-03"
"202","kirch","2","1","2020-03"
"203","parcel","2","1","2020-03"
"204","gemark","2","2","2020-03"
"205","bevolkerungswachstum prognos","2","1","2020-03"
"206","denkmal","2","1","2020-03"
"207","senatsbeschluss flachennutzungsplan","2","1","2020-03"
"208","arbeitslos","6","5","2020-03"
"209","alkis auskunft","2","1","2020-03"
"210","plz stadtbezirk","2","1","2020-03"
"211","grundwasserspiegel ubersicht","2","1","2020-03"
"212","gaststatt","2","1","2020-03"
"213","bimschg antrag","2","1","2020-03"
"214","bebauungsplan aufstellungsbeschluss","2","1","2020-03"
"215","zahlung der radfahr","2","1","2020-03"
"216","grundwasserspiegel","2","1","2020-03"
"217","1928","2","1","2020-03"
"218","gml","2","1","2020-03"
"219","tier wms wfs","2","1","2020-03"
"220","arbeitslosenstatist","2","1","2020-03"
"221","volksf","3","2","2020-03"
"222","miet","4","3","2020-03"
"223","verkehrszahl","2","1","2020-03"
"224","building","3","2","2020-03"
"225","veranstalt","2","1","2020-03"
"226","bezirksgrenz","2","1","2020-03"
"227","2013","2","1","2020-03"
"228","zip","3","2","2020-03"
"229","lod1","2","1","2020-03"
"230","klimanotlag","2","1","2020-03"
"231","wohnungsaufsicht","2","1","2020-03"
"232","trag","2","1","2020-03"
"233","felsenbirnenweg","2","1","2020-03"
"234","strassennam list","2","1","2020-03"
"235","fuhrerschein","2","1","2020-03"
"236","alkis nas","2","1","2020-03"
"237","restaurant corona","2","1","2020-03"
"238","s bahn","2","1","2020-03"
"239","zip cod","3","2","2020-03"
"240","kerndatensatz","3","2","2020-03"
"241","las","3","3","2020-03"
"242","durchfahrtshoh tunnel","2","1","2020-03"
"243","wc","2","1","2020-03"
"244","gra mann","2","1","2020-03"
"245","regeneration","2","1","2020-03"
"246","kriminalitat","3","2","2020-03"
"247","tiefwerd histor kart","2","1","2020-03"
"248","dgm5","4","2","2020-03"
"249","notbrunn","2","1","2020-03"
"250","sensor","2","1","2020-03"
"251","bae sgb ii per","2","1","2020-03"
"252","toilett in berlin","2","2","2020-03"
"253","offent toilett in berlin","2","1","2020-03"
"254","arbeitslos 2016","2","1","2020-03"
"255","versammlungsbehord","2","1","2020-03"
"256","klimanotlag","2","1","2020-03"
"257","sport regeneration","2","1","2020-03"
"258","nam 2019","2","1","2020-03"
"259","christengemeinschaft","2","1","2020-03"
"260","kart flur","2","1","2020-03"
"261","kalteanwend","2","1","2020-03"
"262","coronahilf","2","1","2020-03"
"263","gemarkungsgrenz","2","1","2020-03"
"264","health","2","1","2020-03"
"265","senatsbeschluss wernerbad","2","1","2020-03"
"266","verkehrszahl","2","2","2020-03"
"267","campbell","1","1","2020-03"
"268","niederbarnimstrass wohnlag","1","1","2020-03"
"269","hubertusse","1","1","2020-03"
"270","coronakris","1","1","2020-03"
"271","wochenmarkt in rudow","1","1","2020-03"
"272","liv","2","2","2020-03"
"273","sozialleist","1","1","2020-03"
"274","dresd","1","1","2020-03"
"275","traffic accident","1","1","2020-03"
"276","werkstatt","2","2","2020-03"
"277","charg","1","1","2020-03"
"278","odis","1","1","2020-03"
"279","bussgeld","1","1","2020-03"
"280","unfall","1","1","2020-03"
"281","barrierearm","1","1","2020-03"
"282","kohlendioxid","1","1","2020-03"
"283","abimo","1","1","2020-03"
"284","frontverlauf 1945","1","1","2020-03"
"285","sengpg","1","1","2020-03"
"286","hochschul","1","1","2020-03"
"287","senatsbeschluss 1766 verwaltungsspezif beruf","1","1","2020-03"
"288","baum","3","3","2020-03"
"289","corona tanzstudios","1","1","2020-03"
"290","charlott thorstvedt","1","1","2020-03"
"291","zentrifug","1","1","2020-03"
"292","2021 wissenschaft","1","1","2020-03"
"293","immobilienblas","1","1","2020-03"
"294","wahlbezirk","1","1","2020-03"
"295","profiskal","1","1","2020-03"
"296","elektr","2","2","2020-03"
"297","tulpenweg","1","1","2020-03"
"298","versamml","1","1","2020-03"
"299","bau","1","1","2020-03"
"300","digital liegenschaftskatast","1","1","2020-03"
"301","treptow","1","1","2020-03"
"302","freizeit","1","1","2020-03"
"303","corona beschluss","1","1","2020-03"
"304","allgemeinverfug","1","1","2020-03"
"305","1992","1","1","2020-03"
"306","bett","1","1","2020-03"
"307","abgeordnetenhauswahl 1990","1","1","2020-03"
"308","gewinn","1","1","2020-03"
"309","einwohnerzahl berlin","1","1","2020-03"
"310","wanderungssaldo","1","1","2020-03"
"311","landkreis barnim","1","1","2020-03"
"312","ringbahn","1","1","2020-03"
"313","eigentumsquot","1","1","2020-03"
"314","transparenz 44 lho","1","1","2020-03"
"315","schliessung weg corona","2","2","2020-03"
"316","nahariyastrass","1","1","2020-03"
"317","schwengelpump im bezirk neukoln","1","1","2020-03"
"318","supermarkt","1","1","2020-03"
"319","strassenpflast","1","1","2020-03"
"320","sozialstruktur","1","1","2020-03"
"321","eigentum","2","2","2020-03"
"322","lichtenberg","2","2","2020-03"
"323","blattschnitt","1","1","2020-03"
"324","produkt","1","1","2020-03"
"325","energieverbrauchsubersicht","3","3","2020-03"
"326","air","1","1","2020-03"
"327","ess bestell","1","1","2020-03"
"328","privat pkw pro 1 000 einwohn","1","1","2020-03"
"329","verordn","1","1","2020-03"
"330","solaran","1","1","2020-03"
"331","vermess at ba fk berlin de","1","1","2020-03"
"332","licht","1","1","2020-03"
"333","mietpreis","2","2","2020-03"
"334","kontakt","1","1","2020-03"
"335","internet","1","1","2020-03"
"336","bussonderfahrstreif","1","1","2020-03"
"337","pump standort berlin","1","1","2020-03"
"338","oberflach","1","1","2020-03"
"339","workspac","1","1","2020-03"
"340","road accident","1","1","2020-03"
"341","lageso","1","1","2020-03"
"342","bestimm fur veranstalt","1","1","2020-03"
"343","sozial","1","1","2020-03"
"344","fahrradnutz","1","1","2020-03"
"345","qgis","1","1","2020-03"
"346","wie viel einwohn in der stadt","1","1","2020-03"
"347","wand","1","1","2020-03"
"348","frauenschutzplatz","1","1","2020-03"
"349","baugrundkart","1","1","2020-03"
"350","berlin mitt kart","1","1","2020-03"
"351","briefkast","2","2","2020-03"
"352","geometri","2","2","2020-03"
"353","kopenick","1","1","2020-03"
"354","hauskoordinat","1","1","2020-03"
"355","gesundheitsamt","1","1","2020-03"
"356","dmg","1","1","2020-03"
"357","mesh","1","1","2020-03"
"358","niederbarnimstrass","1","1","2020-03"
"359","weg weisung","1","1","2020-03"
"360","geometri der lor","1","1","2020-03"
"361","qualitat gebaud","1","1","2020-03"
"362","bauluck","1","1","2020-03"
"363","tier","1","1","2020-03"
"364","verkehrsmanagementsyst","1","1","2020-03"
"365","k5","1","1","2020-03"
"366","wirtschaftsforder","1","1","2020-03"
"367","senatsbeschluss 1766","1","1","2020-03"
"368","baufertigstell","1","1","2020-03"
"369","coronna massnahm","1","1","2020-03"
"370","wifi","1","1","2020-03"
"371","baunvo 1956","1","1","2020-03"
"372","gis","2","2","2020-03"
"373","mulltrenn","1","1","2020-03"
"374","veranstalt corona virus","1","1","2020-03"
"375","senatsvorlag berlin zob","1","1","2020-03"
"376","corona virus epedemi","1","1","2020-03"
"377","basis dlm","1","1","2020-03"
"378","bildungseinricht","1","1","2020-03"
"379","dlm","1","1","2020-03"
"380","urnenwahlbezirk","1","1","2020-03"
"381","pump","1","1","2020-03"
"382","diat","1","1","2020-03"
"383","produkt vergleichsbericht","1","1","2020-03"
"384","per sgb","2","2","2020-03"
"385","schuld","1","1","2020-03"
"386","geland","1","1","2020-03"
"387","offent gebaud","1","1","2020-03"
"388","klub","1","1","2020-03"
"389","lor bezirk einwohn","1","1","2020-03"
"390","lor bezirksregion","1","1","2020-03"
"391","aufstellungsbeschluss 1 94","1","1","2020-03"
"392","vom 17 03 2020","1","1","2020-03"
"393","unterkunft fur jung leut","1","1","2020-03"
"394","antidiskriminierungsstell","1","1","2020-03"
"395","berlin kanaldeckel kanaldeckel","1","1","2020-03"
"396","palais schwerin","1","1","2020-03"
"397","sonnenalle","1","1","2020-03"
"398","corona schliessung von geschaft","1","1","2020-03"
"399","67 sgb xii","1","1","2020-03"
"400","hohenmodell","1","1","2020-03"
"401","nichtwohnfunktion","1","1","2020-03"
"402","behinder","1","1","2020-03"
"403","vergab sporthall","1","1","2020-03"
"404","beschluss","1","1","2020-03"
"405","arbeitsbereich","1","1","2020-03"
"406","trinkwasseranalys","1","1","2020-03"
"407","bzr","1","1","2020-03"
"408","landesamt fur gesund ausgangssperr","1","1","2020-03"
"409","bauwerk","1","1","2020-03"
"410","corona hilf fur klein unternehm","1","1","2020-03"
"411","nachhalt tourismus","1","1","2020-03"
"412","senatsbeschluss 17 03 20","1","1","2020-03"
"413","communication","1","1","2020-03"
"414","konturlini","1","1","2020-03"
"415","haus","1","1","2020-03"
"416","durchfahrtshoh","1","1","2020-03"
"417","verkehrsunfall","1","1","2020-03"
"418","bimschv","1","1","2020-03"
"419","tiefwerd","1","1","2020-03"
"420","gymnasium","1","1","2020-03"
"421","pflegebedurft","1","1","2020-03"
"422","grunderzentr","1","1","2020-03"
"423","lebensmittel","1","1","2020-03"
"424","landesamt fur gesund","1","1","2020-03"
"425","strassennam","2","2","2020-03"
"426","transparenz","1","1","2020-03"
"427","haushalt 2020","1","1","2020-03"
"428","virus corona","1","1","2020-03"
"429","velo","1","1","2020-03"
"430","bvg","2","2","2020-03"
"431","unerwunscht schrifttum","1","1","2020-03"
"432","aktuell geschaftsschliess","1","1","2020-03"
"433","1766","1","1","2020-03"
"434","postal cod","1","1","2020-03"
"435","gesobau","1","1","2020-03"
"436","arbeitslosearbeitslos 2016","1","1","2020-03"
"437","kirchenkreis","1","1","2020-03"
"438","hilfetrag","1","1","2020-03"
"439","luftbild 1985","1","1","2020-03"
"440","berlin schloss schloss","1","1","2020-03"
"441","heut","1","1","2020-03"
"442","dgk","1","1","2020-03"
"443","kanal","1","1","2020-03"
"444","retail","1","1","2020-03"
"445","inspir","1","1","2020-03"
"446","lichtsignal","1","1","2020-03"
"447","motorisierungsrat","1","1","2020-03"
"448","schliessung bar","1","1","2020-03"
"449","virus corbit","1","1","2020-03"
"450","heim","1","1","2020-03"
"451","berlin schloss","1","1","2020-03"
"452","oberflachenmodell","1","1","2020-03"
"453","berlin 3d","1","1","2020-03"
"454","wohnlag","1","1","2020-03"
"455","sanft tourismus","1","1","2020-03"
"456","2017","1","1","2020-03"
"457","waldbruck","1","1","2020-03"
"458","berlin histor","1","1","2020-03"
"459","schliessung corona","1","1","2020-03"
"460","rehabilitationsklin","1","1","2020-03"
"461","kind","1","1","2020-03"
"462","neighborhood","1","1","2020-03"
"463","startup","1","1","2020-03"
"464","bevolker","2","2","2020-03"
"465","covid 19","1","1","2020-03"
"466","studentenhaus","1","1","2020-03"
"467","ander strassennam","1","1","2020-03"
"468","feuerwerk","1","1","2020-03"
"469","e mobility ladesaul in berlin","1","1","2020-03"
"470","schulnotversorg","1","1","2020-03"
"471","berlin wasserwerk","1","1","2020-03"
"472","sgb ii","1","1","2020-03"
"473","autos","1","1","2020-03"
"474","dop","2","2","2020-03"
"475","kontaktverbot","1","1","2020-03"
"476","wbs","1","1","2020-03"
"477","transferlesit","1","1","2020-03"
"478","flur","1","1","2020-03"
"479","s 1282","1","1","2020-03"
"480","pardok","1","1","2020-03"
"481","sgb","1","1","2020-03"
"482","transferbezieh","1","1","2020-03"
"483","diet","1","1","2020-03"
"484","kindertagesbetreu","1","1","2020-03"
"485","u bahn","2","2","2020-03"
"486","einwohn wohn 2018","1","1","2020-03"
"487","strassenverkehrsamt","1","1","2020-03"
"488","kriminalitaetsatlas","1","1","2020-03"
"489","corona aktuell geschaftsschliess","1","1","2020-03"
"490","strassenbaum","2","2","2020-03"
"491","einwohn lor planungsraum","1","1","2020-03"
"492","tiefwerd kart","1","1","2020-03"
"493","senatsbeschluss feuerwerksverbot 2019","1","1","2020-03"
"494","senatsbeschluss 1282","1","1","2020-03"
"495","halt","1","1","2020-03"
"496","toliett","1","1","2020-03"
"497","durchfahrtshoh tunnel alexanderplatz","1","1","2020-03"
"498","kreuzberg","1","1","2020-03"
"499","verkehrszell","1","1","2020-03"
"500","schwengelpump standort berlin","1","1","2020-03"
"501","bar","2","2","2020-03"
"502","bevolker 2019","1","1","2020-03"
"503","geburtsort","1","1","2020-03"
"504","17 03 20","1","1","2020-03"
"505","einwohn lor planungsraum 31 12 2012","1","1","2020-03"
"506","wohnbauflach hektar","1","1","2020-03"
"507","list","1","1","2020-03"
"508","ehrengrab","1","1","2020-03"
"509","67 sgb xii hilf or in or besond or lebenslag","1","1","2020-03"
"510","mariendorf","1","1","2020-03"
"511","verkehrsmanagementsyst","1","1","2020-03"
"512","handbuch","1","1","2020-03"
"513","bodenrichtwert 01 01 2018 eigentumswohn willibakd alexis str in berlin kreuzberg","1","1","2020-03"
"514","nebenkost","1","1","2020-03"
"515","beruf","1","1","2020-03"
"516","einzelhandel","1","1","2020-03"
"517","einwohnerinn und einwohn in berlin in lor planungsraum 2008","1","1","2020-03"
"518","naunynstrass","1","1","2020-03"
"519","bae","1","1","2020-03"
"520","13 03 2020","1","1","2020-03"
"521","bussonderfahrstreif einspruch","1","1","2020-03"
"522","einwohn pankow","2","2","2020-03"
"523","passeng","1","1","2020-03"
"524","naturschutzgebiet","1","1","2020-03"
"525","bad","1","1","2020-03"
"526","strassenbaum","1","1","2020-03"
"527","wass wms wfs","1","1","2020-03"
"528","lor bezirk","1","1","2020-03"
"529","pflast","1","1","2020-03"
"530","2020","1","1","2020-03"
"531","kitaplatz","2","2","2020-03"
"532","bimschg antrag","1","1","2020-03"
"533","liegensch","1","1","2020-03"
"534","flora wms wfs","1","1","2020-03"
"535","lebensmittel einzelhandel","1","1","2020-03"
"536","studier","1","1","2020-03"
"537","wasserschutzgebiet","1","1","2020-03"
"538","geometri ortsteil","1","1","2020-03"
"539","okokonto","1","1","2020-03"
"540","brunn","2","2","2020-03"
"541","bodenrichtwert berlin","1","1","2020-03"
"542","stromverbrauch","1","1","2020-03"
"543","bussonderfahrstreif einspruch","1","1","2020-03"
"544","alt","1","1","2020-03"
"545","schwengelpump standort berlin","1","1","2020-03"
"546","besuchszahl in offent gefordert berlin kultureinricht","1","1","2020-03"
"547","hostel","1","1","2020-03"
"548","pressemitteil","2","2","2020-03"
"549","greiz strass","1","1","2020-03"
"550","stromverbrauch 2019","1","1","2020-03"
"551","abstellanlag","1","1","2020-03"
"552","monitoring sozial stadtentwickl","1","1","2020-03"
"553","einwohn haushalt","1","1","2020-03"
"554","gwz","1","1","2020-03"
"555","mietspiegel","1","1","2020-03"
"556","sinkkast","1","1","2020-03"
