"Unnamed: 0","term_stem","impressions","visits","month"
"170","stadtteilgrenz berlin","2","1","2019-03"
"171","berlin strassenverzeichnis","2","1","2019-03"
"172","bundestagwahl","2","2","2019-03"
"173","reinigungsklass schonhorst strass","2","1","2019-03"
"174","co2","2","2","2019-03"
"175","sepa lastschriftmandat","2","1","2019-03"
"176","personal","2","1","2019-03"
"177","wass","3","2","2019-03"
"178","detailvereinbar detv","2","1","2019-03"
"179","kirch","2","2","2019-03"
"180","religionsgemeinschaft","3","2","2019-03"
"181","begegnungszon","4","2","2019-03"
"182","ausland","2","1","2019-03"
"183","gemeinnutz arbeit","2","1","2019-03"
"184","2 bettzimmerkost","2","1","2019-03"
"185","datenschutz","2","1","2019-03"
"186","demografi","2","1","2019-03"
"187","landesgrenz","2","1","2019-03"
"188","migrationshintergrund 2018","2","2","2019-03"
"189","st","2","1","2019-03"
"190","sozialstrukturatlas","3","2","2019-03"
"191","90138416","2","1","2019-03"
"192","je bezirk","2","1","2019-03"
"193","lsa","2","2","2019-03"
"194","zensus","2","2","2019-03"
"195","planungsraum","2","2","2019-03"
"196","wahlkreis","4","4","2019-03"
"197","adress kindertagespflegestell","2","2","2019-03"
"198","umzug","2","1","2019-03"
"199","energieeffizienz","2","1","2019-03"
"200","kameral","3","2","2019-03"
"201","anmeld grundschul","3","2","2019-03"
"202","rbs ortsteil","2","2","2019-03"
"203","gelandehoh","3","2","2019-03"
"204","am hegewinkel","2","1","2019-03"
"205","polizeiaufgabengesetz","2","1","2019-03"
"206","zeit","2","1","2019-03"
"207","sachgrundlos befrist","2","1","2019-03"
"208","bus","3","2","2019-03"
"209","mull","2","2","2019-03"
"210","frauentag","2","1","2019-03"
"211","380kv","2","1","2019-03"
"212","u bahn netz u or bahn or v or bb","2","1","2019-03"
"213","einwohn 2016","3","3","2019-03"
"214","geo","4","4","2019-03"
"215","blum blum","2","1","2019-03"
"216","einwohn weissense","2","1","2019-03"
"217","blum","2","1","2019-03"
"218","beschluss des berlin senat 1994","2","1","2019-03"
"219","stadtteilgrenz","2","1","2019-03"
"220","nox","2","1","2019-03"
"221","altglas","2","2","2019-03"
"222","wms dat","2","1","2019-03"
"223","beschluss des berlin senat vom 22 februar 1994","2","1","2019-03"
"224","grundwass","2","1","2019-03"
"225","einwohn 2018","4","4","2019-03"
"226","mobilitat","2","1","2019-03"
"227","biblio","2","1","2019-03"
"228","strass klkassec","2","1","2019-03"
"229","geojson","2","2","2019-03"
"230","migrationshintergrund 2017","2","2","2019-03"
"231","topo","2","2","2019-03"
"232","eiskell","2","1","2019-03"
"233","potenzialflach","2","1","2019-03"
"234","senwirt","2","1","2019-03"
"235","feuerwehrschul","2","1","2019-03"
"236","gemark lankwitz","2","1","2019-03"
"237","gelandemodell","2","1","2019-03"
"238","hotel","4","2","2019-03"
"239","belrin","2","1","2019-03"
"240","ortsteil berlin","2","1","2019-03"
"241","bauantrag","2","1","2019-03"
"242","bauabfall","2","1","2019-03"
"243","zib","2","1","2019-03"
"244","alkis wfs","2","1","2019-03"
"245","blum e","2","1","2019-03"
"246","beamt","2","1","2019-03"
"247","subway","2","1","2019-03"
"248","klr","2","1","2019-03"
"249","energieverbrauchsubersicht","2","1","2019-03"
"250","volkshochschul","3","2","2019-03"
"251","gastronomi","2","1","2019-03"
"252","zensus","2","1","2019-03"
"253","volksf","2","1","2019-03"
"254","weissense","2","1","2019-03"
"255","subway","2","1","2019-03"
"256","tempolimit","3","2","2019-03"
"257","parkenplatz","1","1","2019-03"
"258","user satisfaction","1","1","2019-03"
"259","haushaltsgross","1","1","2019-03"
"260","tankstell","3","3","2019-03"
"261","café eroffn","1","1","2019-03"
"262","grafik","1","1","2019-03"
"263","einwohn bezirk lichtenberg","1","1","2019-03"
"264","frag zum vogelschutz","1","1","2019-03"
"265","wfs strassennetz","1","1","2019-03"
"266","flachennutz wfs","1","1","2019-03"
"267","interdisziplinar flachenrecycling","1","1","2019-03"
"268","senatsprotokoll","1","1","2019-03"
"269","fahrplan","1","1","2019-03"
"270","nachhalt tourismus","1","1","2019-03"
"271","list verbot nam","1","1","2019-03"
"272","tourismuswirtschaft","1","1","2019-03"
"273","alkis gebaeudeflaech","1","1","2019-03"
"274","basisbericht","1","1","2019-03"
"275","reinigungsklass schonhorst strass reinigungsklass schonhorst strass","1","1","2019-03"
"276","rout","1","1","2019-03"
"277","u","1","1","2019-03"
"278","brandschutz","1","1","2019-03"
"279","city lab","1","1","2019-03"
"280","polizei","1","1","2019-03"
"281","senstadt","1","1","2019-03"
"282","data","1","1","2019-03"
"283","road","1","1","2019-03"
"284","14480","1","1","2019-03"
"285","bau","1","1","2019-03"
"286","privacy","1","1","2019-03"
"287","die neuer des betriebsrentenstarkungsgesetz","1","1","2019-03"
"288","tourismus","2","2","2019-03"
"289","zuwander","1","1","2019-03"
"290","flachenrecycling durch kontrolliert ruckbau","1","1","2019-03"
"291","suburbanisier","1","1","2019-03"
"292","haushalt nach postleitzahl","1","1","2019-03"
"293","verkehrsunfall","1","1","2019-03"
"294","friseursaloo","1","1","2019-03"
"295","treptow kopenick ortsteilnumm","1","1","2019-03"
"296","meinerzhag","1","1","2019-03"
"297","carsharing","1","1","2019-03"
"298","satellit foto","1","1","2019-03"
"299","s 1534 2018","1","1","2019-03"
"300","steu","1","1","2019-03"
"301","gratz","1","1","2019-03"
"302","href s r o","1","1","2019-03"
"303","warm","1","1","2019-03"
"304","neuordnungsvereinbar","1","1","2019-03"
"305","topograph kart 1 5000","1","1","2019-03"
"306","grunanlag","1","1","2019-03"
"307","detailvereinbar or neuordnungsvereinbar or liquiditatsmodell","1","1","2019-03"
"308","verbraucherindex 2015","1","1","2019-03"
"309","gemeindebehord","1","1","2019-03"
"310","aufschluss","1","1","2019-03"
"311","nahverkehrsplan","2","2","2019-03"
"312","mau","1","1","2019-03"
"313","gelb sack","1","1","2019-03"
"314","auto regist","1","1","2019-03"
"315","jugendhilf","1","1","2019-03"
"316","schwarz","1","1","2019-03"
"317","gemeind","2","2","2019-03"
"318","zielbild zielbild","1","1","2019-03"
"319","gewalt geg frau","1","1","2019-03"
"320","iot","1","1","2019-03"
"321","berlinonlin","1","1","2019-03"
"322","heizkesseltausch fordermittel","1","1","2019-03"
"323","kleingart","1","1","2019-03"
"324","hub","1","1","2019-03"
"325","bulgari","1","1","2019-03"
"326","wahlkreis europawahl","1","1","2019-03"
"327","huxley","1","1","2019-03"
"328","nonnendamm","1","1","2019-03"
"329","diversity","1","1","2019-03"
"330","liegenschaftszin","1","1","2019-03"
"331","stellenausstatt","1","1","2019-03"
"332","boris 2018","1","1","2019-03"
"333","unfall","1","1","2019-03"
"334","gebaud neuheit","1","1","2019-03"
"335","3","1","1","2019-03"
"336","einkomm bezirk","1","1","2019-03"
"337","uwb","1","1","2019-03"
"338","2004","1","1","2019-03"
"339","planungsraum","1","1","2019-03"
"340","alt","1","1","2019-03"
"341","kunstlich intelligenz","2","2","2019-03"
"342","berlin stadtrein","1","1","2019-03"
"343","api","2","2","2019-03"
"344","bundesstrass durch berlin","2","2","2019-03"
"345","dieselfahrverbot","1","1","2019-03"
"346","krankheit","1","1","2019-03"
"347","einwohnerentwickl","1","1","2019-03"
"348","seniorenheim","1","1","2019-03"
"349","wanderungssaldo","1","1","2019-03"
"350","hhne","1","1","2019-03"
"351","lebensunterhalt","1","1","2019-03"
"352","unbenannt","1","1","2019-03"
"353","kandidatenlist","1","1","2019-03"
"354","meldungslist","1","1","2019-03"
"355","wahlbeteil","1","1","2019-03"
"356","coworking","1","1","2019-03"
"357","ausbild","1","1","2019-03"
"358","index zufried der benutz","1","1","2019-03"
"359","kampfmittel","1","1","2019-03"
"360","obdachlos","3","3","2019-03"
"361","arbeitsschutz","1","1","2019-03"
"362","fairtrad","2","2","2019-03"
"363","senatsdokument","1","1","2019-03"
"364","leopoldplatz","1","1","2019-03"
"365","zonenplan","1","1","2019-03"
"366","navigation","1","1","2019-03"
"367","schadstoff katast","1","1","2019-03"
"368","toilett","2","2","2019-03"
"369","makrodatei","1","1","2019-03"
"370","stadtentwicklungsamt fachbereich stadtplan stapl e 3 herr brand","1","1","2019-03"
"371","strategi","1","1","2019-03"
"372","csv","1","1","2019-03"
"373","registrierungsnumm","1","1","2019-03"
"374","person find","1","1","2019-03"
"375","berufskrank","3","3","2019-03"
"376","mieterverein","1","1","2019-03"
"377","sozialdat","1","1","2019-03"
"378","alexanderplatz","1","1","2019-03"
"379","verkehrsnetz","1","1","2019-03"
"380","nhn","1","1","2019-03"
"381","logist","1","1","2019-03"
"382","index","1","1","2019-03"
"383","ehrenamt","1","1","2019-03"
"384","ladesaul im offent raum","1","1","2019-03"
"385","bevolker zusamm setzung","1","1","2019-03"
"386","mietspiegel 2015","1","1","2019-03"
"387","moslem","1","1","2019-03"
"388","binnenwander","1","1","2019-03"
"389","statonar aufenthalt","1","1","2019-03"
"390","kindergart","1","1","2019-03"
"391","haltestell","3","3","2019-03"
"392","rbs wahl","1","1","2019-03"
"393","strassenverzeichnis","2","2","2019-03"
"394","rbs datensatz","1","1","2019-03"
"395","fahrplanander re 2","1","1","2019-03"
"396","benutzerzufried","1","1","2019-03"
"397","umweltatlas","1","1","2019-03"
"398","arzt lichtenberg","1","1","2019-03"
"399","beitrag","1","1","2019-03"
"400","alt bezirk","1","1","2019-03"
"401","rbs adress","1","1","2019-03"
"402","statonar aufenthaltskost aufenthaltskost","1","1","2019-03"
"403","vehicl","1","1","2019-03"
"404","berlin strass","1","1","2019-03"
"405","dhl","1","1","2019-03"
"406","ansprechpartn","1","1","2019-03"
"407","einfahrt","1","1","2019-03"
"408","lehr","2","2","2019-03"
"409","friedrichshain","1","1","2019-03"
"410","wohnung","1","1","2019-03"
"411","8 marz","1","1","2019-03"
"412","histori","1","1","2019-03"
"413","person","1","1","2019-03"
"414","lidar","2","2","2019-03"
"415","bebau","1","1","2019-03"
"416","zufried der nutz","1","1","2019-03"
"417","ber","1","1","2019-03"
"418","bezirksgrenz","1","1","2019-03"
"419","auswander","1","1","2019-03"
"420","ewald paul","2","2","2019-03"
"421","falkenhag feld","1","1","2019-03"
"422","burgeramt tempelhof schoneberg","1","1","2019-03"
"423","eheschliess","1","1","2019-03"
"424","lor planungsraum am 31 12 2015","1","1","2019-03"
"425","building","1","1","2019-03"
"426","mietenbegrenzungsverordn","1","1","2019-03"
"427","klima","1","1","2019-03"
"428","verkehr m85","1","1","2019-03"
"429","einwohnerdicht","1","1","2019-03"
"430","kameral monatsdat","1","1","2019-03"
"431","grenzverlauf","1","1","2019-03"
"432","mietervertret","1","1","2019-03"
"433","grundsteu","1","1","2019-03"
"434","honorarsatz","1","1","2019-03"
"435","katasteramt","1","1","2019-03"
"436","kart","1","1","2019-03"
"437","luftgut","1","1","2019-03"
"438","kraftsman","1","1","2019-03"
"439","flurstuck","1","1","2019-03"
"440","flurstuckssuch","1","1","2019-03"
"441","bad","1","1","2019-03"
"442","oberflachegewass","1","1","2019-03"
"443","bundesstrass alex","1","1","2019-03"
"444","kart bezirk","1","1","2019-03"
"445","grz mahlsdorf","1","1","2019-03"
"446","gefordert","1","1","2019-03"
"447","schwarzfahr","1","1","2019-03"
"448","spielplatz","1","1","2019-03"
"449","asyl","1","1","2019-03"
"450","grun","1","1","2019-03"
"451","xenia","1","1","2019-03"
"452","wahllokal 421 staak","1","1","2019-03"
"453","stell","1","1","2019-03"
"454","kopenick","2","2","2019-03"
"455","einwohn rbs","1","1","2019-03"
"456","berlin map","1","1","2019-03"
"457","u bahn netz","1","1","2019-03"
"458","honorar","1","1","2019-03"
"459","sonnenalle","1","1","2019-03"
"460","gemeindebehord berlin mitt brunnenstr","1","1","2019-03"
"461","blockteilflach","1","1","2019-03"
"462","stops","1","1","2019-03"
"463","altenheim","1","1","2019-03"
"464","wohn","1","1","2019-03"
"465","einkommensentwickl","1","1","2019-03"
"466","alkgis","2","2","2019-03"
"467","lor einwohn alt","1","1","2019-03"
"468","zufried der bibliotheksbenutz","1","1","2019-03"
"469","afs","1","1","2019-03"
"470","auslanderanteil in berlin","1","1","2019-03"
"471","reut","1","1","2019-03"
"472","fnp westkreuz","1","1","2019-03"
"473","durchschnittseinkomm","1","1","2019-03"
"474","gesamtstadt steuer","1","1","2019-03"
"475","suburbanization","1","1","2019-03"
"476","bildung","1","1","2019-03"
"477","uberwach","1","1","2019-03"
"478","treptow kopenick","1","1","2019-03"
"479","dieselverbot","1","1","2019-03"
"480","gewerbesteu","2","2","2019-03"
"481","ewr2015","1","1","2019-03"
"482","data catalog","1","1","2019-03"
"483","e mobilitat","1","1","2019-03"
"484","tk","1","1","2019-03"
"485","am bauerse","1","1","2019-03"
"486","vogel schutz","1","1","2019-03"
"487","ausland transf","1","1","2019-03"
"488","zielbild","1","1","2019-03"
"489","luckenhaft","1","1","2019-03"
"490","planungsraum lichtenberg","1","1","2019-03"
"491","sperrung","1","1","2019-03"
"492","feiertag","1","1","2019-03"
"493","kultur","1","1","2019-03"
"494","liegenschaftskatast","1","1","2019-03"
"495","bruht von vogeln","1","1","2019-03"
"496","grz","2","2","2019-03"
"497","grenz","1","1","2019-03"
"498","mietspiegel","1","1","2019-03"
"499","anmeld einschul","1","1","2019-03"
"500","96","1","1","2019-03"
"501","echtzeit","1","1","2019-03"
"502","lageplan alki","1","1","2019-03"
"503","kraft kraft","1","1","2019-03"
"504","mietspiegel bezirk lichtenberg","1","1","2019-03"
"505","neuordn","1","1","2019-03"
"506","coffe","1","1","2019-03"
"507","raststatt","1","1","2019-03"
"508","katasteramt","1","1","2019-03"
"509","verwurzeln","1","1","2019-03"
"510","wohnungsbaupotenzialflach","1","1","2019-03"
"511","sozial erhaltungsgebiet","1","1","2019-03"
"512","gebaudealt der wohnbebau","1","1","2019-03"
"513","115","1","1","2019-03"
"514","lor gebiet","1","1","2019-03"
"515","kleingartenplan","1","1","2019-03"
"516","2012 berlin","1","1","2019-03"
"517","postleitzahl","2","2","2019-03"
"518","kurfurstendamm","1","1","2019-03"
"519","status index","1","1","2019-03"
"520","sozialatlas berlin","1","1","2019-03"
"521","bauschutt","1","1","2019-03"
"522","luft","1","1","2019-03"
"523","religionszugehor","1","1","2019-03"
"524","social business","1","1","2019-03"
"525","larmkartier","1","1","2019-03"
"526","fahrverbot","1","1","2019-03"
"527","graetz","1","1","2019-03"
"528","geometri lor","1","1","2019-03"
"529","baum inpark wfs","1","1","2019-03"
"530","zuwend","1","1","2019-03"
"531","arbeitslos","1","1","2019-03"
"532","gebaudealt","2","2","2019-03"
"533","mietervertret miet","1","1","2019-03"
"534","ewald paul die hochfrequenztherapi im dien dergeschlecht und verwandt krankheit und schwaechezusta bad ausse","1","1","2019-03"
"535","beihilf","1","1","2019-03"
"536","energieverbrauch berlin","1","1","2019-03"
"537","armut","1","1","2019-03"
"538","uberesicht der bezirk","1","1","2019-03"
"539","grundwasserstand","1","1","2019-03"
"540","baustell","1","1","2019-03"
"541","alkis lageplan","1","1","2019-03"
"542","gehweg und einfahrt","1","1","2019-03"
"543","histori","1","1","2019-03"
"544","bezirk shp","1","1","2019-03"
"545","insolvenz","1","1","2019-03"
"546","enklav","1","1","2019-03"
"547","bdlm","1","1","2019-03"
"548","friedericheim","1","1","2019-03"
"549","wahllokal staak","1","1","2019-03"
"550","geobasis","1","1","2019-03"
"551","drittstaat","1","1","2019-03"
"552","histor plan","1","1","2019-03"
"553","labor cost","1","1","2019-03"
"554","verlustabzug","1","1","2019-03"
"555","bundestagwahl","1","1","2019-03"
"556","sozial einricht","1","1","2019-03"
"557","sozialstruktur atlas","1","1","2019-03"
"558","dxf","1","1","2019-03"
"559","hoh","1","1","2019-03"
"560","flurstuck","1","1","2019-03"
"561","bod","1","1","2019-03"
"562","vogel schutz","1","1","2019-03"
"563","sozialstrukturatlas berlin","1","1","2019-03"
"564","stellenplan","1","1","2019-03"
"565","staak","1","1","2019-03"
"566","rad","1","1","2019-03"
"567","bahn","1","1","2019-03"
"568","06 11 2018","1","1","2019-03"
"569","senstadt plan","1","1","2019-03"
"570","radverkehr","1","1","2019-03"
"571","mulltonn","1","1","2019-03"
"572","gatr","1","1","2019-03"
"573","strassenverzeichnis berlin","1","1","2019-03"
"574","parkplatz","2","2","2019-03"
"575","fahrrad","1","1","2019-03"
"576","versorgungsbereich gebaudewarm","1","1","2019-03"
"577","reuterkiez","1","1","2019-03"
"578","wohnflach","1","1","2019-03"
"579","startup","1","1","2019-03"
"580","bebauungsplan tegelort","1","1","2019-03"
"581","beschluss 2004","1","1","2019-03"
"582","aufwandsentschad","1","1","2019-03"
"583","gini koeffizient","1","1","2019-03"
"584","dtk","1","1","2019-03"
"585","stellenausschreib","1","1","2019-03"
"586","bib","1","1","2019-03"
"587","uv","1","1","2019-03"
"588","urban gardening","1","1","2019-03"
"589","liv dat","1","1","2019-03"
"590","aklis","1","1","2019-03"
"591","haushaltseinkomm","1","1","2019-03"
"592","vbb fahrplandat","1","1","2019-03"
"593","kobv","1","1","2019-03"
"594","auto","1","1","2019-03"
"595","dicht","1","1","2019-03"
"596","heinrichplatz","1","1","2019-03"
"597","gebaudeflach","1","1","2019-03"
"598","dieselfahrverbot","1","1","2019-03"
"599","wfs strass","1","1","2019-03"
"600","datenschutz","1","1","2019-03"
"601","detailvereinbar detv neuordnungsvereinbar liquiditatsmodell teilschlussbewert","1","1","2019-03"
"602","schummer","1","1","2019-03"
"603","muf","1","1","2019-03"
"604","offent toilett","1","1","2019-03"
"605","flurstuckssuch","1","1","2019-03"
"606","besucherzahl","1","1","2019-03"
"607","coworking","2","2","2019-03"
"608","2015 behinder","1","1","2019-03"
"609","gehweg","1","1","2019-03"
"610","wahlunterlag","1","1","2019-03"
"611","wag","1","1","2019-03"
"612","bildungsabschluss","1","1","2019-03"
"613","richtlini","1","1","2019-03"
"614","bvg startseit","1","1","2019-03"
"615","dgm wms","1","1","2019-03"
"616","erhaltungssatz","1","1","2019-03"
"617","jahresabschluss","2","2","2019-03"
"618","planunterlag","1","1","2019-03"
"619","vermess","1","1","2019-03"
"620","falkenbrunnstrass","1","1","2019-03"
"621","gebaudewarm","1","1","2019-03"
"622","verwaltungssteuer","1","1","2019-03"
"623","bundesfernstrass","1","1","2019-03"
"624","20870","1","1","2019-03"
"625","obdachlos","1","1","2019-03"
"626","verwaltungsgrenz","1","1","2019-03"
"627","friedrichshain","1","1","2019-03"
"628","universitat","1","1","2019-03"
"629","gartn","1","1","2019-03"
"630","ladestation","1","1","2019-03"
"631","breitbandausbau weissense","1","1","2019-03"
"632","einwohnerzahl bezirk lichtenberg","1","1","2019-03"
"633","bildungsstand","1","1","2019-03"
"634","luftqualitat","1","1","2019-03"
"635","karlshorst","1","1","2019-03"
"636","planungshinweiskart","1","1","2019-03"
"637","friedrichshain","1","1","2019-03"
"638","rbb","1","1","2019-03"
"639","metro","2","2","2019-03"
"640","median wag","1","1","2019-03"
"641","03040818","1","1","2019-03"
"642","3d","2","2","2019-03"
"643","hackathon","1","1","2019-03"
"644","bahnhof","1","1","2019-03"
"645","ausland 2016","1","1","2019-03"
"646","gebaudeschad","1","1","2019-03"
"647","wander berlin","1","1","2019-03"
"648","jugendpravention","1","1","2019-03"
"649","lizenz","1","1","2019-03"
"650","kita list","1","1","2019-03"
"651","dwg","1","1","2019-03"
"652","digital oberflacehnmodell","1","1","2019-03"
"653","meldung","1","1","2019-03"
"654","orthofoto","1","1","2019-03"
"655","einwohn gesamt","1","1","2019-03"
"656","hegewinkel","1","1","2019-03"
"657","lor grenz","1","1","2019-03"
"658","atlas","1","1","2019-03"
"659","ampel","1","1","2019-03"
"660","haushaltsplan","1","1","2019-03"
"661","berlin","1","1","2019-03"
"662","abgeordnetenhauswahlkreis","1","1","2019-03"
"663","2011","1","1","2019-03"
"664","sergii","2","2","2019-03"
"665","s 208","1","1","2019-03"
"666","e rechnung","1","1","2019-03"
"667","p a g","1","1","2019-03"
"668","orthophoto","1","1","2019-03"
"669","termin","1","1","2019-03"
"670","hartz","1","1","2019-03"
"671","erhaltungsverordnungsgebiet","1","1","2019-03"
"672","lor shapefil","1","1","2019-03"
"673","strassenverzeichnis berlin kopenick","1","1","2019-03"
"674","potsdam platz","1","1","2019-03"
"675","1650","1","1","2019-03"
"676","gardening","1","1","2019-03"
"677","autobahn","2","2","2019-03"
"678","niedrig bildungsstand","1","1","2019-03"
"679","wms schummer","1","1","2019-03"
"680","sepa lastschriftmandat fur grundsteu","1","1","2019-03"
"681","komodi","1","1","2019-03"
"682","strassennetz","1","1","2019-03"
"683","enrgi","1","1","2019-03"
"684","dieselverbot","1","1","2019-03"
"685","breitbandausbau","1","1","2019-03"
"686","arbeistlos","1","1","2019-03"
"687","s 20870","1","1","2019-03"
"688","verkehrsmeld","1","1","2019-03"
"689","einwohn","1","1","2019-03"
"690","einschulbereich","1","1","2019-03"
"691","anlagenbaum","1","1","2019-03"
"692","friedrichshain","1","1","2019-03"
"693","frequenz","2","2","2019-03"
"694","fis","1","1","2019-03"
"695","videouberwach","1","1","2019-03"
"696","nachhalt","1","1","2019-03"
"697","abc","1","1","2019-03"
"698","steglitz","1","1","2019-03"
"699","kjj","1","1","2019-03"
"700","webatlas berlin","1","1","2019-03"
"701","passant","1","1","2019-03"
"702","mokip","1","1","2019-03"
"703","hohendat","1","1","2019-03"
"704","moabit","1","1","2019-03"
"705","pankow einschulbereich","1","1","2019-03"
"706","plot","1","1","2019-03"
"707","mauerverlauf","1","1","2019-03"
"708","geothermi","1","1","2019-03"
"709","bundestagwahl","1","1","2019-03"
"710","digital gelandemodell","1","1","2019-03"
"711","berlin shapefil","1","1","2019-03"
"712","sozialstrukturatlas 2013","1","1","2019-03"
"713","mein wahlbezirk","1","1","2019-03"
"714","haufig vornam 2018","1","1","2019-03"
"715","geschicht","1","1","2019-03"
"716","topograph kart","1","1","2019-03"
"717","yad","1","1","2019-03"
"718","neuordn bih","1","1","2019-03"
"719","einwohn","1","1","2019-03"
"720","nahariyastrass","1","1","2019-03"
"721","adress kindergart","1","1","2019-03"
"722","wahlgebiet","1","1","2019-03"
"723","bip","1","1","2019-03"
"724","ausland","1","1","2019-03"
"725","detailnetz","1","1","2019-03"
"726","wander","1","1","2019-03"
"727","berlin plz","1","1","2019-03"
"728","dtk10","1","1","2019-03"
"729","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2010 ewrmigra 1","1","1","2019-03"
"730","ortsteil shp","1","1","2019-03"
"731","380kv leitung","1","1","2019-03"
"732","katasterkart flurkart","1","1","2019-03"
"733","vertrag","1","1","2019-03"
"734","mietenbegrenzungsverordn","1","1","2019-03"
"735","mullabfuhr","1","1","2019-03"
"736","arbeitslosenquot","1","1","2019-03"
"737","bvg json","1","1","2019-03"
"738","einwohnerinn und einwohn in berlin in lor planungsraum am 31 12 2017","1","1","2019-03"
"739","registrier","1","1","2019-03"
"740","open data xls","1","1","2019-03"
"741","wfs umweltzon","1","1","2019-03"
"742","gewalt geg frau","1","1","2019-03"
"743","b bahn","1","1","2019-03"
"744","arbeitslosenzahl","1","1","2019-03"
"745","wirtschaftsleist","1","1","2019-03"
"746","arbeitslosenzahl","1","1","2019-03"
"747","handlung","1","1","2019-03"
"748","fest","1","1","2019-03"
"749","baujahr","2","2","2019-03"
"750","stadtbezirk","1","1","2019-03"
"751","passantenfrequenz","1","1","2019-03"
"752","gesamtstadt verwaltungssteuer","1","1","2019-03"
"753","arbeitslosenquot","1","1","2019-03"
"754","off lehrstell","1","1","2019-03"
"755","kameral","1","1","2019-03"
"756","fluchtling","1","1","2019-03"
"757","breitbandversorg","1","1","2019-03"
"758","german vehicl registration plat","1","1","2019-03"
"759","erechn","1","1","2019-03"
"760","gewalt","1","1","2019-03"
"761","einwohnerzahl berlin","1","1","2019-03"
"762","list der haufig vornam 2018","1","1","2019-03"
"763","dom","1","1","2019-03"
"764","finanzamt","1","1","2019-03"
"765","gewalt geg frau","1","1","2019-03"
"766","firm","1","1","2019-03"
"767","stadtisch wohnung","2","2","2019-03"
"768","ph wert","1","1","2019-03"
"769","einwohn ortsteil 2018","1","1","2019-03"
"770","einwohn ortsteil 2017","1","1","2019-03"
"771","bibl","1","1","2019-03"
"772","hohenlini","1","1","2019-03"
"773","digital oberflacehnmodell","1","1","2019-03"
"774","gebaud effizienz","1","1","2019-03"
"775","kaffe","1","1","2019-03"
"776","verkehr meldung","1","1","2019-03"
"777","radverkehr","1","1","2019-03"
"778","fahrradfahr","1","1","2019-03"
"779","fh","1","1","2019-03"
"780","berlin geo","1","1","2019-03"
"781","zugriffsstatist","1","1","2019-03"
"782","parkraum","1","1","2019-03"
"783","open street map","1","1","2019-03"
"784","bezirk shp","1","1","2019-03"
"785","gewerbesteu berlin mitt","1","1","2019-03"
"786","brem","1","1","2019-03"
"787","versorgungsbereich gebaudewarm fernwarm 2000 umweltatlas","1","1","2019-03"
"788","topographi","1","1","2019-03"
"789","spatkauf","1","1","2019-03"
"790","bvg tunnel","1","1","2019-03"
"791","denkmalkart","1","1","2019-03"
"792","geland","1","1","2019-03"
"793","bus stops","1","1","2019-03"
"794","berlin geometri","1","1","2019-03"
"795","uferbaum","1","1","2019-03"
"796","baufertigstell","1","1","2019-03"
"797","einschulbereich geometri","1","1","2019-03"
"798","weiblich","1","1","2019-03"
"799","berlin verkehrsbetrieb","1","1","2019-03"
"800","wohnungswechsel","1","1","2019-03"
"801","geoportal","1","1","2019-03"
"802","berlin um 1850","1","1","2019-03"
"803","erhaltungssatzungsgebiet","1","1","2019-03"
"804","taxi","1","1","2019-03"
"805","algi","1","1","2019-03"
"806","wrobel","1","1","2019-03"
"807","population shapefil","1","1","2019-03"
"808","ferfur","1","1","2019-03"
"809","list der kfz kennzeich","1","1","2019-03"
"810","download","1","1","2019-03"
"811","einwohnerzahl","1","1","2019-03"
"812","berlin koordinat","1","1","2019-03"
"1","ortsteil","29","12","2019-04"
"2","vornam","21","11","2019-04"
"3","strass","14","7","2019-04"
"4","geometri","13","4","2019-04"
"5","bod","11","1","2019-04"
"6","vbb","11","6","2019-04"
"7","api","11","4","2019-04"
"8","bezirk","13","7","2019-04"
"9","shap","10","3","2019-04"
"10","planungsraum","17","6","2019-04"
"11","einwohn","14","5","2019-04"
"12","lichtenberg","9","3","2019-04"
"13","alkis","14","8","2019-04"
"14","arbeitslos","12","4","2019-04"
"15","lor","13","10","2019-04"
"16","einwohn berlin in lor planungsraum","9","1","2019-04"
"17","flurkart","14","9","2019-04"
"18","rbs","12","8","2019-04"
"19","europawahl","11","6","2019-04"
"20","sport","10","2","2019-04"
"21","poll","9","5","2019-04"
"22","einwohnerinn und einwohn mit migrationshintergrund in berlin in lor planungsraum","8","1","2019-04"
"23","wohnlag","10","4","2019-04"
"24","lor kart","7","2","2019-04"
"25","verwaltungsvorschrift","8","7","2019-04"
"26","topograf","6","1","2019-04"
"27","energi","8","5","2019-04"
"28","flachennutz","11","3","2019-04"
"29","energieverbrauch","6","4","2019-04"
"30","hotel","6","4","2019-04"
"31","hauskoordinat","10","4","2019-04"
"32","unterkunft","7","2","2019-04"
"33","bvg","6","6","2019-04"
"34","wms","5","3","2019-04"
"35","strassenverzeichnis","7","5","2019-04"
"36","gebaud","5","2","2019-04"
"37","polizei","6","5","2019-04"
"38","shp","5","2","2019-04"
"39","flach","5","2","2019-04"
"40","feinstaub","5","2","2019-04"
"41","alkis gebaud","5","2","2019-04"
"42","radfahr","8","4","2019-04"
"43","flughaf","5","2","2019-04"
"44","senatsbeschluss","13","11","2019-04"
"45","inspir","5","2","2019-04"
"46","fahrrad","8","7","2019-04"
"47","kita","4","2","2019-04"
"48","shapefil","4","4","2019-04"
"49","s bahn","5","3","2019-04"
"50","verkehr","4","2","2019-04"
"51","detailnetz","4","2","2019-04"
